description,artist,album,format,extra
Lake of Tears – Headstones – Limited Purple & Black Splatter Vinyl LP,Lake of Tears,Headstones,Vinyl,Limited Purple & Black Splatter Vinyl LP
Cattle Decapitation - Death Atlas - Blot out the Sun Vinyl (2LP),Cattle Decapitation,Death Atlas,Vinyl,Blot out the Sun Vinyl (2LP)
Blut Aus Nord - Disharmonium - Nahab - LTD 300 SoM EXCLUSIVE Beer/Black Splatter Gatefold- Import,Blut Aus Nord,Disharmonium,Vinyl,Nahab - LTD 300 SoM EXCLUSIVE Beer/Black Splatter Gatefold- Import
Amorphis - Elegy - 2023 Reissue - Blue & White Galaxy Merge - 2LP Vinyl Gatefold,Amorphis,Elegy,Vinyl,2023 Reissue - Blue & White Galaxy Merge - 2LP Vinyl Gatefold
Sleep Token – Take Me Back To Eden - Double Vinyl LP,Sleep Token,Take Me Back To Eden,Vinyl,Double Vinyl LP
Deafheaven - Sunbather-  10th Anniversary Remaster - Indie Exclusive - 2xLP - Orange / Yellow / Pink Haze Vinyl,Deafheaven,Sunbather,Vinyl,Indie Exclusive - 2xLP - Orange / Yellow / Pink Haze Vinyl
[NESI] Cannibal Corpse ‎– Kill - Color Splatter Vinyl Asian Market Exclusive,Cannibal Corpse,Kill,Vinyl,Color Splatter Vinyl Asian Market Exclusive
Narzissus - Akt III: Erlösung - Black/Brown Marble Vinyl LP,Narzissus,Akt III: Erlösung,Vinyl,Black/Brown Marble Vinyl LP
Obituary - Obituary - Halloween Orange and Black Galaxy Merge Vinyl LP,Obituary,Obituary,Vinyl,Halloween Orange and Black Galaxy Merge Vinyl LP
Engulfed - Unearthly Litanies of Despair - Red/Black Splatter Vinyl LP,Engulfed,Unearthly Litanies of Despair,Vinyl,Red/Black Splatter Vinyl LP
Ayyur - Prevail - Vinyl LP - LTD to 100,Ayyur,Prevail,Vinyl,Vinyl LP - LTD to 100
The Mosaic Window - Plight of Acceptance - *LTD 100* Splatter Vinyl LP,The Mosaic Window,Plight of Acceptance,Vinyl,*LTD 100* Splatter Vinyl LP
END - The Sin of Human Frailty - Bone in Milky Clear with Splatter Vinyl LP,END,The Sin Of Human Frailty,Vinyl,Bone in Milky Clear with Splatter Vinyl LP
The Night Eternal - Fatale - Grey Vinyl LP,The Night Eternal,Fatale,Vinyl,Grey Vinyl LP
DISBELIEF - Killing Karma - LTD 666 Fire Marble Vinyl LP,DISBELIEF,Killing Karma,Vinyl,LTD 666 Fire Marble Vinyl LP
Blut Aus Nord - 777 - THE DESANCTIFICATION - Transparent Blue Vinyl LP,Blut Aus Nord,777,Vinyl,THE DESANCTIFICATION - Transparent Blue Vinyl LP
Origin - Chaosmos - Limited to 250 (handnumbered) - Picturedisc,Origin,Chaosmos,Vinyl,Limited to 250 (handnumbered) - Picturedisc
Vale Of Pnath - Between The Worlds Of Life And Death - Limited 200 Merge Vinyl LP,VALE OF PNATH,Between The Worlds Of Life And Death,Vinyl,Limited 200 Merge Vinyl LP
STORTREGN - FINITUDE - Xeno Variant (LTD 150) - Vinyl LP,STORTREGN,FINITUDE,Vinyl,Xeno Variant (LTD 150) - Vinyl LP
Demolition Hammer - Tortured Existence (Re-issue 2023) - Ltd. transp. blue LP - BBV Import,Demolition Hammer,Tortured Existence,Vinyl,Ltd. transp. blue LP - BBV Import
Nekrasov - Lust of Consciousness - Translucent Lava Orange Vinyl,Nekrasov,Lust of Consciousness,Vinyl,Translucent Lava Orange Vinyl
Moonspell - Night Eternal - 2LP Deluxe Vinyl DLP,Moonspell,Night Eternal,Vinyl,2LP Deluxe Vinyl DLP
[Blemish] Tiamat - Clouds - LTD 200 White Vinyl LP,Tiamat,Clouds,Vinyl,LTD 200 White Vinyl LP
SEPTAGE - Septic Worship - Clear/Red Galaxy Vinyl LP,Septage,Septic Worship,Vinyl,Clear/Red Galaxy Vinyl LP
"Chapel Of Disease – Echoes Of Light - ""Echoes Edition"" Vinyl LP",Chapel Of Disease,Echoes Of Light,Vinyl,"""Echoes Edition"" Vinyl LP"
The Black Dahlia Murder - Verminous - Nuclear Slime Green Vinyl,The Black Dahlia Murder,Verminous,Vinyl,Nuclear Slime Green Vinyl
ENSLAVED - Below The Light - Laguna Vinyl LP,Enslaved,Below The Light,Vinyl,Laguna Vinyl LP
Mental Cruelty - Zwielicht (Ltd. Gatefold white 180g LP) - BBV Import,Mental Cruelty,Zwielicht,Vinyl,BBV Import
Spirit Possession -  Of The Sign...  - Vinyl LP (Multiple Limited Variants),Spirit Possession,Of The Sign...,Vinyl,Vinyl LP (Multiple Limited Variants)
Xasthur - All Reflections Drained - Double Silver/ Blue Marble Vinyl DLP,Xasthur,All Reflections Drained,Vinyl,Double Silver/ Blue Marble Vinyl DLP
Grand Cadaver- Deities Of Deathlike Sleep - Vortex of Blood edition (LTD to 150),Grand Cadaver,Deities Of Deathlike Sleep,Vinyl,
Animals As Leaders - The Joy of Motion - LTD Mint Green/Orange with Black Splatter,Animals As Leaders,The Joy of Motion,Vinyl,LTD Mint Green/Orange with Black Splatter
Cannibal Corpse - Eaten Back to Life - Red Swirl Vinyl LP,Cannibal Corpse,Eaten Back to Life,Vinyl,Red Swirl Vinyl LP
Insomnium - Winter's Gate - 2024 Reissue - Limited 180g Gray Vinyl LP,Insomnium,Winter's Gate,Vinyl,2024 Reissue - Limited 180g Gray Vinyl LP
WALDGEFLÜSTER – FEMUNDSMARKA - 2LP LTD 300 CLEAR VINYL DLP,WALDGEFLÜSTER,FEMUNDSMARKA,Vinyl,2LP LTD 300 CLEAR VINYL DLP
Dismember - Dismember [Indie Exclusive] Gold Marble,Dismember,Dismember,Vinyl,
LIMBONIC ART - Moon In The Scorpio - 2LP Yellow/Blue Color in Color Double Vinyl LP,Limbonic Art,Moon In The Scorpio,Vinyl,2LP Yellow/Blue Color in Color Double Vinyl LP
Sentenced - Amok - Clear w/ Red Smoke Vinyl LP,Sentenced,Amok,Vinyl,Clear w/ Red Smoke Vinyl LP
*Blemish* Grima - Frostbitten - Limited Blue/White Galaxy Vinyl LP,Grima,Frostbitten,Vinyl,Limited Blue/White Galaxy Vinyl LP
Sanguisugabogg - Pornographic Seizures - EP (black LP & Poster) - BBV Import,Sanguisugabogg,Pornographic Seizures,Vinyl,EP (black LP & Poster) - BBV Import
Ad Nauseam - Imperative Imperceptible Impulse- 2LP Galaxy Vinyl DLP,Ad Nauseam,Imperative Imperceptible Impulse,Vinyl,2LP Galaxy Vinyl DLP
Vomitory - Blood Rapture - Swamp Green Marbled LP Vinyl (limited to 200),Vomitory,Blood Rapture,Vinyl,Swamp Green Marbled LP Vinyl (limited to 200)
"VORGA - Striving Toward Oblivion - LTD 100 ""LP9"" Splatter Vinyl LP",VORGA,Striving Toward Oblivion,Vinyl,"LTD 100 ""LP9"" Splatter Vinyl LP"
Currents - The Death We Seek - White Vinyl Record,Currents,The Death We Seek,Vinyl,White Vinyl Record
Inquisition - Veneration of Medieval Mysticism and Cosmological Violence - Clear Vinyl LP,Inquisition,Veneration of Medieval Mysticism and Cosmological Violence,Vinyl,Clear Vinyl LP
Moonspell - Extinct - 2LP Limited Yellow (band exclusive) Vinyl LP,Moonspell,Extinct,Vinyl,2LP Limited Yellow (band exclusive) Vinyl LP
Olhava - Sacrifice - 2LP *SPECIAL EDITION* Splatter DLP,OLHAVA,Sacrifice,Vinyl,2LP *SPECIAL EDITION* Splatter DLP
DARKTHRONE - Under A Funeral Moon - 30th Anniversary Marble Vinyl LP,Darkthrone,Under a Funeral Moon,Vinyl,30th Anniversary Marble Vinyl LP
Gothmog - Medieval Journeys - Black/White Swirl Vinyl LP,Gothmog,Medieval Journeys,Vinyl,Black/White Swirl Vinyl LP
Sylvaine - Nova - Blue/Purple/Marble - LTD. 400 Vinyl LP,SYLVAINE,Nova,Vinyl,Blue/Purple/Marble - LTD. 400 Vinyl LP
200 STAB WOUNDS - Slave To The Scalpel - 180g Audiophile Black Vinyl LP *Restock*,200 Stab Wounds,Slave To The Scalpel,Vinyl,180g Audiophile Black Vinyl LP *Restock*
Nornír - Skuld - Clear/Black Galaxy Vinyl LP,Nornír,Skuld,Vinyl,Clear/Black Galaxy Vinyl LP
Death -  Scream Bloody Gore (Reissue) Vinyl LP,Death,Scream Bloody Gore,Vinyl,
Antichrist Siege Machine - Vengeance Of Eternal Fire - Blood Cloud Vinyl LP,Antichrist Siege Machine,Vengeance Of Eternal Fire,Vinyl,Blood Cloud Vinyl LP
Bolt Thrower Mercenary - Yellow / Black Marbled Vinyl LP,Bolt Thrower,Mercenary,Vinyl,
Non Est Deus - Impious - Trans. Blue Vinyl LP,Non Est Deus,Impious,Vinyl,Trans. Blue Vinyl LP
Torn Within - The Peregrination EP - Hand-Numbered Vinyl,Torn Within,The Peregrination,Vinyl,Hand-Numbered Vinyl
Suffocation - Human Waste (Reissue) - Tri-Color Splatter - LP Vinyl,Suffocation,Human Waste,Vinyl,Tri-Color Splatter - LP Vinyl
DREAM UNENDING & WORM - STARPATH (SPLIT) - SEA-BLUE / BABY-BLUE MERGE,Dream Unending & Worm,STARPATH (SPLIT),Vinyl,SEA-BLUE / BABY-BLUE MERGE
Pig Destroyer - Prowler In The Yard - Orange with Black Smoke,Pig Destroyer,Prowler In The Yard,Vinyl,Orange with Black Smoke
Sentenced - North From Here - Green with Black Smoke Vinyl LP,Sentenced,North From Here,Vinyl,Green with Black Smoke Vinyl LP
DISSECTION - THE SOMBERLAIN - DOUBLE LP GATEFOLD COLORED - Limited,Dissection,THE SOMBERLAIN,Vinyl,DOUBLE LP GATEFOLD COLORED - Limited
TIAMAT - Skeleton Skeletron - Limited Gold Vinyl LP,Tiamat,Skeleton Skeletron,Vinyl,Limited Gold Vinyl LP
Grave - You'll Never See... -  Cherry Red Vinyl LP,Grave,You'll Never See...,Vinyl,Cherry Red Vinyl LP
GOJIRA - The Way of All Flesh - Double Vinyl BLACK LP,GOJIRA,The Way of All Flesh,Vinyl,Double Vinyl BLACK LP
Endseeker - Global Worming - Clear Dust LTD 300 (numbered) Vinyl LP,Endseeker,Global Worming,Vinyl,Clear Dust LTD 300 (numbered) Vinyl LP
"EMPEROR - PROMETHEUS: THE DISCIPLINE OF FIRE & DEMISE- Color LP (Half-Speed, Black, Gray, White, Blue Swirl)",Emperor,PROMETHEUS: THE DISCIPLINE OF FIRE & DEMISE,Vinyl,"Color LP (Half-Speed, Black, Gray, White, Blue Swirl)"
Slayer - Repentless - Transparent Red W/ Orange & Black Vinyl LP,Slayer,Repentless,Vinyl,Transparent Red W/ Orange & Black Vinyl LP
Sulphur Aeon - Seven Crowns and Seven Seals - Red Corona Effect + Slipcase,Sulphur Aeon,Seven Crowns And Seven Seals,Vinyl,Red Corona Effect + Slipcase
The Black Dahlia Murder - Miasma - Emerald Green Marbled Vinyl LP,The Black Dahlia Murder,Miasma,Vinyl,Emerald Green Marbled Vinyl LP
GRIFT – DOLT LAND - LTD 300 GOLD VINYL LP,Grift,Dolt Land,Vinyl,LTD 300 GOLD VINYL LP
Numenorean - Home - LP Gatefold Colored - Limited to 350,Numenorean,Home,Vinyl,LP Gatefold Colored - Limited to 350
"Sadist - Firescorched - LTD 200, Hand Numbered Red Smoke Vinyl",Sadist,Firescorched,Vinyl,"LTD 200, Hand Numbered Red Smoke Vinyl"
Periphery - Clear - Clear Indie Exclusive Vinyl LP,Periphery,Clear,Vinyl,Clear Indie Exclusive Vinyl LP
Bolt Thrower - FOR VICTORY - FDR Limited Purple Vinyl LP,Bolt Thrower,For Victory,Vinyl,FDR Limited Purple Vinyl LP
Cynic - Traced in Air - LTD 200 Pink/Purple/White Vinyl LP,Cynic,Traced in Air,Vinyl,LTD 200 Pink/Purple/White Vinyl LP
Sentenced - The Cold White Light - Ultra Clear w/ Blue Smoke [LTD 250] Vinyl LP,Sentenced,The Cold White Light,Vinyl,Ultra Clear w/ Blue Smoke [LTD 250] Vinyl LP
Unleashed - Victory - Red-Silver Swirl Vinyl LP,Unleashed,Victory,Vinyl,Red-Silver Swirl Vinyl LP
Morta Skuld - Creation Undone - Limited Green Vinyl LP,Morta Skuld,Creation Undone,Vinyl,Limited Green Vinyl LP
Integrity - Humanity Is the Devil (Reissue) - Canary Yellow Colored Vinyl LP,Integrity,Humanity Is the Devil,Vinyl,Canary Yellow Colored Vinyl LP
Sentenced - Down - Clear w/ Gold Smoke Vinyl LP,Sentenced,Down,Vinyl,Clear w/ Gold Smoke Vinyl LP
"AGALLOCH - Of Stone, Wind, & Pillor - Remastered, Picturedisc LP",AGALLOCH,"Of Stone, Wind, & Pillor",Vinyl,"Remastered, Picturedisc LP"
NECROWRETCH - Putrid Death Sorcery -  Sea Blue Vinyl LP,Necrowretch,Putrid Death Sorcery,Vinyl,Sea Blue Vinyl LP
MUTIILATION - Vampires Of Black Imperial Blood- 2LP Red Marble Vinyl DLP,Mutiilation,Vampires of Black Imperial Blood,Vinyl,2LP Red Marble Vinyl DLP
Endstille - DetoNation - White Vinyl LP (import),Endstille,DetoNation,Vinyl,White Vinyl LP (import)
UNDERGANG – De syv stadier af fordærv - Transparent Red Vinyl LP,Undergang,De syv stadier af fordærv,Vinyl,Transparent Red Vinyl LP
Endseeker - Mount Carcass (Dust Vinyl Record LP),Endseeker,Mount Carcass,Vinyl,
Wretched Fate – Carnal Heresy LP Colored Vinyl (Limited to 250),Wretched Fate,Carnal Heresy,Vinyl,
IMMOLATION - Dawn of Possession -  Transparent Purple vinyl LP,Immolation,Dawn Of Possession,Vinyl,Transparent Purple vinyl LP
"[NESI] Body Count - Bloodlust - Black Vinyl w/ Red Splatter, Ltd 200 - Japan - Asian Market Exclusive",Body Count,Bloodlust,Vinyl,"Black Vinyl w/ Red Splatter, Ltd 200 - Japan - Asian Market Exclusive"
Fleshwater - We're Not Here To Be Loved - White in Clear Vinyl LP,Fleshwater,We're Not Here To Be Loved,Vinyl,White in Clear Vinyl LP
God Dethroned - Bloody Blasphemy - Red/White/Blue Splatter VInyl LP,God Dethroned,Bloody Blasphemy,Vinyl,Red/White/Blue Splatter VInyl LP
"FIT FOR AN AUTOPSY - SEA OF TRAGIC BEASTS (Mint Green, Yellow and Orange Splatter)",FIT FOR AN AUTOPSY,SEA OF TRAGIC BEASTS,Vinyl,
The Aggression Sessions (Various Artists) - LTD Color Vinyl LP,Various Artists,The Agression Sessions,Vinyl,
THE ABSENCE -  FROM YOUR GRAVE - Limited Sapphire Vinyl LP,THE ABSENCE,FROM YOUR GRAVE,Vinyl,Limited Sapphire Vinyl LP
Extermination Dismemberment - Dehumanization Protocol - 2LP Multiburst Vinyl,Extermination Dismemberment,Dehumanization Protocol,Vinyl,2LP Multiburst Vinyl
Olhava - FROZEN BLOOM - 2LP White DLP,OLHAVA,Frozen Bloom,Vinyl,2LP White DLP
Scar Symmetry - Pitch Black Progress - 2 LP Gatefold Gold,SCAR SYMMETRY,Pitch Black Progress,Vinyl,2 LP Gatefold Gold
Nile - Amongst the Catacombs of Nephren-Ka - Highlighter Yellow with Orange Krush Spinners and Splatter,Nile,Amongst The Catacombs Of Nephren-Ka,Vinyl,Highlighter Yellow with Orange Krush Spinners and Splatter
WILT - huginn - Vinyl LP,Wilt,huginn,Vinyl,Vinyl LP
Vitriol - Suffer & Become - *IMPORT* Ltd. deep blood red Vinyl LP,Vitriol,Suffer & Become,Vinyl,*IMPORT* Ltd. deep blood red Vinyl LP
The Black Dahlia Murder - Miasma - Red / Green Split Vinyl LP,The Black Dahlia Murder,Miasma,Vinyl,Red / Green Split Vinyl LP
[Blemish] Moonspell -Anno Satanae- Limited Vinyl LP,Moonspell,Anno Satanae,Vinyl,
In The Woods... Diversum Sea Blue Colored Vinyl,In The Woods...,Diversum,Vinyl,
Novembre Materia Double Vinyl LP (2LP),Novembre,Materia,Vinyl,
"SUFFOCATION 'BREEDING THE SPAWN' LP (Limited Edition, Import, Smoke Vinyl)",Suffocation,Breeding The Spawn,Vinyl,
Killswitch Engage (20th Anniversary Split Colored Vinyl Record),Killswitch Engage,Killswitch Engage,Vinyl,
Clandestine Blaze logo shirt,?,?,Other,
Convivial Hermit #10,?,?,Other,
"Furdidurke ""November 2005"" Rehearsal 10""",Furdidurke,November 2005 Rehearsal,Vinyl,
"Abhartach ""Witch Division"" 10""",Abhartach,Witch Division,Vinyl,
"Vendetta Blitz ""Stratagem"" 10""",Vendetta Blitz,Stratagem,Vinyl,
"Exacerbacion ""Ser Humano Atroz"" 10""",Exacerbacion,Ser Humano Atroz,Vinyl,
"Morke ""Return from the Dead"" 10""",Morke,Return from the Dead,Vinyl,
"Blaspherian ""Upon the Throne... of Eternal Blasphemous Death"" 7""",Blaspherian,Upon the Throne... of Eternal Blasphemous Death,Vinyl,
"Necrostrigis / Winter Blackness ""W mrokach roziskrzonych mrozem"" split 7""",Necrostrigis / Winter Blackness,W Mrokach Roziskrzonych Mrozem,Vinyl,
"The True Werwolf / Arallu split 7""",The True Werwolf / Arallu,Split,Vinyl,
"Krypta Nicestwa ""Widma zimowej martwoty"" 7""",Krypta Nicestwa,Widma Zimowej Martwoty,Vinyl,
"Deconsecration / Noisegoat split 7""",Deconsecration / Noisegoat,Split,Vinyl,
"Graveland ""In the Glare of Burning Churches"" CD",Graveland,In the Glare of Burning Churches,CD,
"Helleruin ""War Upon Man"" CD",Helleruin,War Upon Man,CD,
"Grave Pilgrim ""The Bigotry of Purpose"" CD",GRAVE PILGRIM,The Bigotry of Purpose,CD,
"Unholy Flames ""Shadows of Eternity"" CD",Unholy Flames,Shadows of Eternity,CD,
"Circumventor ""Norton X"" CD",Circumventor,Norton X,CD,
"Necromantic Worship ""Rites of Resurrection"" CD",Necromantic Worship,Rites of Resurrection,CD,
"Killen ""Killen"" CD",Killen,Killen,CD,
"Sacrilegium ""Recidivus"" CD",Sacrilegium,Recidivus,CD,
Wolfnacht / Goatmoon / Thy Serpent split CD,Wolfnacht / Goatmoon / Thy Serpent,Split,CD,
"Abigor ""Apokalypse"" CD",Abigor,Apokalypse,CD,
"Stonehaven / Hadak Ura ""Deathcry Along The Don"" split CD",Stonehaven / Hadak Ura,Deathcry Along The Don,CD,
"Necrolust ""Kill And Die By Satan"" CD",Necrolust,Kill And Die By Satan,CD,
"Telos ""Intransigence"" CD",Telos,Intransigence,CD,
"Lucifugum ""Infernalistica"" CD",Lucifugum,Infernalistica,CD,
"Warlord ""And The Cannons Of Destruction Have Begun..."" CD",Warlord,And The Cannons Of Destruction Have Begun...,CD,
"Infinitum Obscure ""Sub Atris Caelis"" CD",Infinitum Obscure,Sub Atris Caelis,CD,
"Kiira ""Iättömän sanat"" CD",Kiira,Iättömän sanat,CD,
"Azaxul ""Echoes of Dreariness"" CD",Azaxul,Echoes of Dreariness,CD,
"Lord Wind ""Heralds Of Fight"" CD",Lord Wind,Heralds Of Fight,CD,
"Putrid Marsh / Warped Skull ""Demos Collection"" 2CD",Putrid Marsh / Warped Skull,Demos Collection,CD,
"Naught ""Night Eternal"" CD",Naught,Night Eternal,CD,
"Lordian Guard ""Sinners in the Hands of an Angry God"" 2CD",Lordian Guard,Sinners in the Hands of an Angry God,CD,
"Lord Kaos ""Thorns of Impurity"" CD",Lord Kaos,Thorns of Impurity,CD,
"Mixomatosis ""Si Pots, Conserva El Teu Cap"" CD",Mixomatosis,"Si Pots, Conserva El Teu Cap",CD,
"Book of Skelos ""Magickal Atavism"" CD",Book of Skelos,Magickal Atavism,CD,
"Golfaron ""Odwieczna Pieśń Lasu"" CD",Golfaron,Odwieczna Pieśń Lasu,CD,
"Dead Dog's Howl ‎""Black Circle Transcendency"" CD",Dead Dog's Howl,Black Circle Transcendency,CD,
"Troll ""Time Tells No Lies"" CD",Troll,Time Tells No Lies,CD,
"Bloodshed Walhalla ""Thor"" CD",Bloodshed Walhalla,Thor,CD,
Diamond Needle / Baby's Breath split CD,Diamond Needle / Baby's Breath,Split,CD,
"Ion Britton ""Eat Metal"" CD",Ion Britton,Eat Metal,CD,
"Necromonarchia Daemonum ""Anathema Darkness"" CD",Necromonarchia Daemonum,Anathema Darkness,CD,
"Lucifugum ""Anaphora Lithu Actinism"" CD",Lucifugum,Anaphora Lithu Actinism,CD,
"Harfang ""Slice of Life"" 2CD",Harfang,Slice of Life,CD,
"Elyvilon ""Nimueh's Gift"" CD",Elyvilon,Nimueh's Gift,CD,
"Warlord ""Rising Out Of The Ashes"" 2CD",Warlord,Rising Out of the Ashes,CD,
"Cirrhus ""Unimpeachable Madness"" CD",Cirrhus,Unimpeachable Madness,CD,
"Sterbefall ""Verlorene Zeit"" CD",Sterbefall,Verlorene Zeit,CD,
"Ewige Treue ""Tag Der Freiheit"" CD",Ewige Treue,Tag Der Freiheit,CD,
"Lucifugum ""Agonia Agnosti"" CD",Lucifugum,Agonia Agnosti,CD,
"Grave Pilgrim ""Molten Hands Reach West"" CD",GRAVE PILGRIM,Molten Hands Reach West,CD,
"Famulus ab Satanas ""Sacred Assembly Beneath Unholy Secrecy"" CD",Famulus ab Satanas,Sacred Assembly Beneath Unholy Secrecy,CD,
"Warlord ""Live in Athens 2013"" 2CD",Warlord,Live in Athens 2013,CD,
"Bradung ""Bami Viagra"" CD",Bradung,Bami Viagra,CD,
"Abhomine ""Demonize Destroy Delete"" CD",Abhomine,Demonize Destroy Delete,CD,
"Equimanthorn ‎""Entrance To The Ancient Flame"" CD",Equimanthorn,Entrance To The Ancient Flame,CD,
"Moonblood ""The Winter Falls Over The Land"" 2CD",Moonblood,The Winter Falls Over The Land,CD,
"Nortfalke ""Moonjeie"" CD",NORTFALKE,Moonjeie,CD,
"Avox ""Desolate Land"" CD",Avox,Desolate Land,CD,
"Bloodshed Walhalla ""The Battle Will Never End"" CD",Bloodshed Walhalla,The Battle Will Never End,CD,
"Dark Fury ""Slavonic Thunder"" CD",Dark Fury,Slavonic Thunder,CD,
"Grizelda ""A War Drenched in Fantasy"" CD",Grizelda,A War Drenched In Fantasy,CD,
"Cirrhus ""Cirrhus"" CD",Cirrhus,Cirrhus,CD,
"Beherit ""Seventh Blasphemy"" CD",Beherit,Seventh Blasphemy,CD,
"Wrok ""De Dood Roept"" CD",Wrok,De Dood Roept,CD,
"Grizelda ""Grizelda"" CD",Grizelda,Grizelda,CD,
"Black Crucifixion ""The Fallen One of Flames"" CD",Black Crucifixion,The Fallen One of Flames,CD,
"Dagon ""They Who Abideth Amidst the Poison"" CD",Dagon,They Who Abideth Amidst the Poison,CD,
"Masada ""Hideous Rot"" CD",Masada,Hideous Rot,CD,
"Empire of Tharaphita ""Distant Echoes Through Blood Infinite"" DLP",Empire of Tharaphita,Distant Echoes Through Blood Infinite,Vinyl,
"Blind Illusion ""The Demos Ultimate Anthology Vol. 2 (1980-1986)"" DLP",Blind Illusion,The Demos Ultimate Anthology Vol. 2 (1980-1986),Vinyl,
"Arpia ""De Lusioni"" DLP",Arpia,De Lusioni,Vinyl,
"Manilla Road ""Gates of Fire"" DLP",Manilla Road,Gates of Fire,Vinyl,
"Steelwitch ""Steelwitch"" LP",Steelwitch,Steelwitch,Vinyl,
"Catasexual Urge Motivation ""The Encyclopedia Of Serial Murders"" DLP",Catasexual Urge Motivation,The Encyclopedia Of Serial Murders,Vinyl,
"Arkona ""An Eternal Curse Of The Pagan Godz"" LP",Arkona,An Eternal Curse of the Pagan Godz,Vinyl,
"Mysteries ""Promo '94"" LP",Mysteries,Promo '94,Vinyl,
"Mysteries ""In The Dark And Sodomy"" LP",Mysteries,In The Dark And Sodomy,Vinyl,
"Astaroth / Sacrilegio ""Ultra Metal"" split LP",Astaroth / Sacrilegio,Ultra Metal,Vinyl,
"Graveland ""Carpathian Wolves"" LP",Graveland,Carpathian Wolves,Vinyl,
"Jim Kirkwood ""Where Shadows Lie"" LP",JIM KIRKWOOD,Where Shadows Lie,Vinyl,
"Pest ""Buried"" LP",Pest,Buried,Vinyl,
"Carnage ""The Day Man Lost / Infestation of Evil"" LP",Carnage,The Day Man Lost / Infestation of Evil,Vinyl,
"Mother's Ruin ""Road to Ruin"" LP",Mother's Ruin,Road to Ruin,Vinyl,
"Apogeion ""Astrolatria I: Initiatio"" LP",Apogeion,Astrolatria I: Initiatio,Vinyl,
"Südwind / Blood Ritual ""The Silence of Death Shall Follow"" split LP",Südwind / Blood Ritual,The Silence of Death Shall Follow,Vinyl,
"Skarnio ""Horrores Da Vida"" LP",Skarnio,Horrores Da Vida,Vinyl,
Elfenbloed / Kwelhekse split LP,Elfenbloed / Kwelhekse,Split,Vinyl,
"Valhalla ""Unearthed"" LP",Valhalla,Unearthed,Vinyl,
"Jim Kirkwood ""Uruk-Hai"" LP",JIM KIRKWOOD,Uruk-Hai,Vinyl,
"Burshtyn ""Безвірник"" LP",Burshtyn,Безвірник,Vinyl,
"Warlord ""The Holy Empire"" LP + 10""",Warlord,The Holy Empire,Vinyl,
