description,artist,album,format,extra
Avowd - Vol. II Cassette,Avowd,Vol. II,Cassette,Clear Shell 2024
Boundaries - Your Receding Warmth CD,Boundaries,Your Receding Warmth,CD,Jewel Case 2020
Converge - Petitioning The Empty Sky CD,Converge,Petitioning The Empty Sky,CD,Jewel Case 2021
Queensway - Swift Minds Of The Darkside CD,Queensway,Swift Minds Of The Darkside,CD,Digipak 2017
Necrot - Lifeless Birth LP,Necrot,Lifeless Birth,Vinyl,Color 2024 press vinyl
Zulu - A New Tomorrow LP,Zulu,A New Tomorrow,Vinyl,Color 2023 press vinyl
Drain - California Cursed CD,Drain,California Cursed,CD,Digipak 2020
Agnostic Front - Victim In Pain LP,Agnostic Front,Victim In Pain,Vinyl,Silver 2024 press vinyl
Ceremony - Rohnert Park LP,Ceremony,Rohnert Park,Vinyl,Yellow 2024 press vinyl
Foundation - When The Smoke Clears CD,Foundation,When The Smoke Clears,CD,Jewel Case 2011
Necrot - Blood Offerings LP,Necrot,Blood Offerings,Vinyl,Red 2022 press vinyl
Never Ending Game - Outcry LP,Never Ending Game,Outcry,Vinyl,Color 2023 press vinyl
Eighteen Visions - Until The Ink Runs Out 2xLP,Eighteen Visions,Until The Ink Runs Out,Vinyl,Clear w/ Splatter 2018 press vinyl
Indecision - Unorthodox LP,Indecision,Unorthodox,Vinyl,Clear 2015 press vinyl
Minor Threat - Out Of Step LP,Minor Threat,Out Of Step,Vinyl,White 2023 press vinyl
Antichrist Siege Machine - Vengeance Of Eternal Fire LP,Antichrist Siege Machine,Vengeance Of Eternal Fire,Vinyl,Black 2024 press vinyl
Antichrist Siege Machine - Vengeance Of Eternal Fire LP,Antichrist Siege Machine,Vengeance Of Eternal Fire,Vinyl,Color Mix 2024 press
Leaving - Liminal LP,Leaving,Liminal,Vinyl,Color 2024 press vinyl
Fossilization - He Whose Name Was Long Forgotten LP,Fossilization,He Whose Name Was Long Forgotten,Vinyl,Black 2022 press vinyl
Theophonos - Ashes In The Huron River LP,Theophonos,Ashes In The Huron River,Vinyl,Splatter 2024 press vinyl
Theophonos - Ashes In The Huron River LP,Theophonos,Ashes In The Huron River,Vinyl,Smoke 2024 press vinyl
Of Feather And Bone - Bestial Hymns Of Perversion LP,Of Feather And Bone,Bestial Hymns Of Perversion,Vinyl,Color 2022 press vinyl
Cerebral Rot - Odious Descent Into Decay LP,Cerebral Rot,Odious Descent Into Decay,Vinyl,Black 2021 press vinyl
Cerebral Rot - Odious Descent Into Decay LP,Cerebral Rot,Odious Descent Into Decay,Vinyl,Yellow Cloudy 2021 press vinyl
Cerebral Rot - Odious Descent Into Decay LP,Cerebral Rot,Odious Descent Into Decay,Vinyl,Green-In-Smoke 2019 press vinyl
Fetid - Steeping Corporeal Mess LP,Fetid,Steeping Corporeal Mess,Vinyl,Green/Violet Merge 2022 press vinyl
Haunter / Sovereign - Split Tape,Haunter / Sovereign,Split,Cassette,Cassette 2021 press
"Diabolic Oath – Aischrolatreia 12""",Diabolic Oath,Aischrolatreia,Vinyl,Black 2022 press vinyl
Ch'ahom – Camazotz Cult CD,Ch'Ahom,Camazotz Cult,CD,Digipak 2024
Civerous - Decrepit Flesh Relic Cassette,Civerous,Decrepit Flesh Relic,Cassette,Cassette 2021
Dysphorectomy - Demo 2024 Cassette,Dysphorectomy,Demo 2024,Cassette,Cassette 2024
Hellrot - Satan's Rock n' Roll CD,Hellrot,Satan's Rock n' Roll,CD,Jewel Case 2020
Discordant Meditation - Compilation LP,Discordant Meditation,Compilation,Vinyl,Black 2024 press vinyl
Coffins - Sinister Oath LP,Coffins,Sinister Oath,Vinyl,Oxblood 2024 press vinyl
Coffins - Sinister Oath LP,Coffins,Sinister Oath,Vinyl,Green-In-Smoke 2024 press
Zombi - Direct Inject LP,Zombi,Direct Inject,Vinyl,Metallic Silver 2024 press
Zombi - Direct Inject LP,Zombi,Direct Inject,Vinyl,Black Ice w/ Splatter 2024 press
Exhumed - Gore Metal 25th Anniversary Edition LP,Exhumed,Gore Metal 25th Anniversary Edition,Vinyl,Neon Green 2023 press
diSEMBOWELMENT - Transcendence Into The Peripheral 2xLP,diSEMBOWELMENT,Transcendence Into The Peripheral,Vinyl,Oxblood/Black Galaxy 2023 press
Yob - Catharsis LP,Yob,Catharsis,Vinyl,Gold Nugget 2023 press
Primitive Man - Caustic 2xLP,Primitive Man,Caustic,Vinyl,Black-In-Clear 2023 press
Gatecreeper - Sonoran Depravation LP,Gatecreeper,Sonoran Depravation,Vinyl,Black Ice Cloudy 2022 press
Undergang - Misantropologi LP,Undergang,Misantropologi,Vinyl,Black 2023 press vinyl
Undergang - Misantropologi LP,Undergang,Misantropologi,Vinyl,Yellow 2022 press vinyl
"Gatecreeper - EP & Splits 12""",Gatecreeper,EP & Splits,Vinyl,Blue/Mint 2024 press
"Gatecreeper - EP & Splits 12""",Gatecreeper,EP & Splits,Vinyl,Pink/Blue 2024 press
Cruelty - Salvation LP,Cruelty,Salvation,Vinyl,Color 2023 press vinyl
"xWeaponx / World Of Pleasure - Weapon Of Pleasure 12""",xWeaponx / World Of Pleasure,Weapon Of Pleasure,Vinyl,Blue 2023 press vinyl
"xWeaponx / World Of Pleasure - Weapon Of Pleasure 12""",xWeaponx / World Of Pleasure,Weapon Of Pleasure,Vinyl,Clear w/ Splatter 2023 press
Conservative Military Image - Casual Violence CD,Conservative Military Image,Casual Violence,CD,CD 2023
gnashing teeth - repent LP,gnashing teeth,repent,Vinyl,Hand-poured 2024 press
The End - Transfer Trachea Reverberations From Point: False Omniscient LP,The End,Transfer Trachea Reverberations From Point: False Omniscient,Vinyl,Purple Marble 2023 press
The End - Transfer Trachea Reverberations From Point: False Omniscient LP,The End,Transfer Trachea Reverberations From Point: False Omniscient,Vinyl,Orange Smoke 2023 press
The End - Transfer Trachea Reverberations From Point: False Omniscient LP,The End,Transfer Trachea Reverberations From Point: False Omniscient,Vinyl,Splatter 2023 press vinyl
Ion Dissonance - Cursed LP,Ion Dissonance,Cursed,Vinyl,Purple Marble 2024 press
Kvadrat - The Horrible Dissonance Of Oblivion LP,Kvadrat,The Horrible Dissonance Of Oblivion,Vinyl,Blue-In-Clear w/ Splatter 2024 press
High Vis - No Sense No Feeling LP,High Vis,No Sense No Feeling,Vinyl,Color 2024 press vinyl
Judge - Bringin' It Down LP,Judge,Bringin' It Down,Vinyl,Color 2024 press vinyl
Reek Minds - Malignant Existence LP,Reek Minds,Malignant Existence,Vinyl,Black 2024 press vinyl
Slant – 1집 LP,Slant,1집,Vinyl,Black 2021 press vinyl
Knocked Loose - You Won't Go Before You're Supposed To CD,Knocked Loose,You Won't Go Before You're Supposed To,CD,Digipak 2024
Masticated Cadaver - Progression Towards Total Maceration Tape,Masticated Cadaver,Progression Towards Total Maceration,Cassette,Cassette 2024
Blood Nature - Chopped Up At The Altar Cassette,Blood Nature,Chopped Up At The Altar,Cassette,Cassette 2024
Hamarr - Bloodthirst Cassette,Hamarr,Bloodthirst,Cassette,Cassette 2024
Ripped Open - Ripped Open Cassette,Ripped Open,Ripped Open,Cassette,Cassette 2024
Astral Gateway - Spectral Dimensions Unraveled Tape,Astral Gateway,Spectral Dimensions Unraveled,Cassette,Cassette 2024
Ad Nauseam - Imperative Imperceptible Impulse CD,Ad Nauseam,Imperative Imperceptible Impulse,CD,Jewel Case 2021
Flesher - Tales Of Grotesque Demise LP,Flesher,Tales Of Grotesque Demise,Vinyl,Red 2023 press vinyl
Night Hag & Burial - Utterances From Below LP,Night Hag & Burial,Utterances From Below,Vinyl,Color 2023 press vinyl
Olhava - Frozen Bloom LP,OLHAVA,Frozen Bloom,Vinyl,Black 2021 press vinyl
"Olhava - Never Leave Me Alone 12""",OLHAVA,Never Leave Me Alone,Vinyl,Amber Smoke 2021 press
Сивый Яр (Sivyj Yar) - Золотые Нити (Golden Threads) LP,Сивый Яр (Sivyj Yar),Золотые Нити (Golden Threads),Vinyl,Color 2022 press vinyl
Voidescent - Dust And Embers LP,Voidescent,Dust And Embers,Vinyl,Black 2023 press vinyl
Birds Of Prey - Sulfur And Semen CD,Birds Of Prey,Sulfur And Semen,CD,Jewel Case 2008
Buried Inside - Spoils Of Failure CD,Buried Inside,Spoils Of Failure,CD,Jewel Case 2009
Burnt By The Sun - Heart Of Darkness CD,Burnt By The Sun,Heart Of Darkness,CD,Jewel Case 2009
Disfear - Live The Storm CD,Disfear,Live The Storm,CD,Jewel Case 2008
Disfear - Misanthropic Generation CD,Disfear,Misanthropic Generation,CD,Jewel Case 2017
Exhumed - Anatomy Is Destiny CD,Exhumed,Anatomy Is Destiny,CD,Jewel Case 2013
Exhumed - Gore Metal CD,Exhumed,Gore Metal,CD,Jewel Case 2020
Exhumed - Slaughtercult CD,Exhumed,Slaughtercult,CD,Jewel Case 2020
Incantation - Diabolical Conquest CD,Incantation,Diabolical Conquest,CD,Jewel Case 2020
Incantation - Mortal Throne Of Nazarene CD,Incantation,Mortal Throne Of Nazarene,CD,Jewel Case 2020
Incantation - Onward To Golgotha CD,Incantation,Onward To Golgotha,CD,Jewel Case 2020
Incantation - Upon The Throne Of Apocalypse CD,Incantation,Upon The Throne Of Apocalypse,CD,Jewel Case 2019
Integrity - Systems Overload CD,Integrity,Systems Overload,CD,Jewel Case 2022
Integrity - Those Who Fear Tomorrow CD,Integrity,Those Who Fear Tomorrow,CD,Jewel Case 2022
Nasum - Helvete CD,Nasum,Helvete,CD,Jewel Case 2003
Nasum - Inhale/Exhale CD,Nasum,Inhale/Exhale,CD,Jewel Case 2011
Obscura - Cosmogenesis CD,Obscura,Cosmogenesis,CD,Jewel Case 2017
Outer Heaven - Realms Of Eternal Decay CD,Outer Heaven,Realms Of Eternal Decay,CD,Jewel Case 2018
Realize - Machine Violence CD,Realize,Machine Violence,CD,Jewel Case 2020
Rwake - Rest CD,Rwake,Rest,CD,Jewel Case 2011
The Dillinger Escape Plan - Ire Works CD,The Dillinger Escape Plan,Ire Works,CD,Jewel Case 2007
The Dillinger Escape Plan - Miss Machine CD,The Dillinger Escape Plan,Miss Machine,CD,Jewel Case 2004
New World Man - The Beast Is Back LP,New World Man,The Beast Is Back,Vinyl,Color 2023 press vinyl
Drain - California Cursed LP,Drain,California Cursed,Vinyl,Baby Blue 2023 press
Impending Doom - There Will Be Violence LP,Impending Doom,There Will Be Violence,Vinyl,Red w/ Smoke 2024 press
"Life's Question - Life's Question 12""",Life's Question,Life's Question,Vinyl,Yellow/Orange 2024 press
Every Time I Die - New Junk Aesthetic LP,Every Time I Die,New Junk Aesthetic,Vinyl,Black 2022 press vinyl
Gorilla Biscuits - Start Today LP,Gorilla Biscuits,Start Today,Vinyl,Color 2022 press vinyl
Bleeding Through - Portrait Of The Goddess LP,Bleeding Through,Portrait Of The Goddess,Vinyl,Green w/ Splatter 2022 press
Bleeding Through - Portrait Of The Goddess LP,Bleeding Through,Portrait Of The Goddess,Vinyl,Alt Art + Grey/Purple Marbled 2022 press
Cruel Hand - Prying Eyes CD,Cruel Hand,Prying Eyes,CD,Jewel Case 2008
Field Of Flames - Constructing A War Against You CD,Field Of Flames,Constructing A War Against You,CD,CD 2022
Bolt Gun - The Tower 2xLP,Bolt Gun,The Tower,Vinyl,Color 2023 press vinyl
Disgorge - Parallels Of Infinite Torture LP,Disgorge,Parallels Of Infinite Torture,Vinyl,Black 2023 press vinyl
Mutilatred - Determined To Rot CD,Mutilatred,Determined To Rot,CD,CD 2022
Mutilatred - Ingested Filth CD,Mutilatred,Ingested Filth,CD,CD 2022
Mutilatred - Dissecting Your Future CD,Mutilatred,Dissecting Your Future,CD,CD 2022
Ad Nauseam - Imperative Imperceptible Impulse 2xLP,Ad Nauseam,Imperative Imperceptible Impulse,Vinyl,Beer/Smoke 2024 press vinyl
Author & Punisher - Ursus Americanus LP,Author & Punisher,Ursus Americanus,Vinyl,Silver/Black Merge w/ Splatter 2024 press
Exhumed - Slaughtercult LP,Exhumed,Slaughtercult,Vinyl,Clear w/ Splatter 2024 press
Neurosis - A Sun That Never Sets CD,Neurosis,A Sun That Never Sets,CD,Jewel Case 2017
Full Of Hell - Garden Of Burning Apparitions LP,Full Of Hell,Garden Of Burning Apparitions,Vinyl,Gold Nugget 2021 press
Full Of Hell - Garden Of Burning Apparitions LP,Full Of Hell,Garden Of Burning Apparitions,Vinyl,White-In-Black w/ Splatter 2023 press
Pig Destroyer - Terrifyer LP,Pig Destroyer,Terrifyer,Vinyl,Magenta w/ Splatter 2023 press
Mastodon - Leviathan LP,Mastodon,Leviathan,Vinyl,Blue 2023 press vinyl
Stedfast - Promo 2023 Cassette,Stedfast,Promo 2023,Cassette,White Shell 2023
USED - Todd - Comes To Your House LP,Todd,Comes To Your House,Vinyl,White 2005 press vinyl
USED - The Temple - The Temple LP,The Temple,The Temple,Vinyl,Galaxy 2022 press vinyl
"USED - Suffering Hour – Dwell 12""",uffering Hour,Dwell,Vinyl,Black 2019 press vinyl
BLEMISH / USED - Snær – Frozen Alchemy LP,BLEMISH / USED,Snær – Frozen Alchemy,Vinyl,Black 2021 press vinyl
USED - Ripped To Shreds - Luan LP,Ripped to Shreds,Luan,Vinyl,Black 2022 press vinyl
USED - Runespell - Sentinels Of Time LP,Runespell,Sentinels of Time,Vinyl,Black 2022 press vinyl
USED - Revenge - Attack.Blood.Revenge LP,Revenge,Attack.Blood.Revenge,Vinyl,Clear/Black Marbled 2020 press
USED - Revenge - Strike.Smother.Dehumanize LP,Revenge,Strike.Smother.Dehumanize,Vinyl,Black 2020 press vinyl
BLEMISH / USED - Qwälen – Unohdan Sinut LP,BLEMISH / USED,Qwälen – Unohdan Sinut,Vinyl,Black 2021 press vinyl
USED - Orgrel ‎– The Oath Of The Black Wolf LP,Orgrel ‎,The Oath Of The Black Wolf,Vinyl,Black 2022 press vinyl
BLEMISH / USED - Intonate - Severed Within LP,BLEMISH / USED,Intonate - Severed Within,Vinyl,Random 2021 press vinyl
USED - Horndal - Lake Drinker LP,Horndal,Lake Drinker,Vinyl,Rust 2021 press vinyl
USED - Hyborian – Volume II LP,Hyborian,Volume II,Vinyl,Black 2020 press vinyl
BLEMISH / USED - Gorgon – Traditio Satanae LP,BLEMISH / USED,Gorgon – Traditio Satanae,Vinyl,Red 2021 press vinyl
BLEMISH / USED - Hanging Garden - Skeleton Lake LP,BLEMISH / USED,Hanging Garden - Skeleton Lake,Vinyl,White 2021 press vinyl
USED - Gomorrah - Gomorrah LP,Gomorrah,Gomorrah,Vinyl,Color 2019 press vinyl
USED - Goregäng – Neon Graves LP,Goregäng,Neon Graves,Vinyl,Black 2019 press vinyl
BLEMISH - USED - Frozen Crown - Winterbane LP,BLEMISH,USED - Frozen Crown - Winterbane,Vinyl,Black 2021 press vinyl
"USED - The Flight Of Sleipnir – Algiz + Berkanan 12""",The Flight Of Sleipnir,Algiz + Berkanan,Vinyl,White 2012 press vinyl
USED - The Flight Of Sleipnir – Saga 2xLP,The Flight Of Sleipnir,Saga,Vinyl,Green 2013 press vinyl
USED - Foul - Of Serpents LP,Foul,Of Serpents,Vinyl,Orange 2020 press vinyl
"USED - Feculent - The Grotesque Arena 12""",Feculent,The Grotesque Arena,Vinyl,Black 2021 press vinyl
USED - Festerday - Iihtallan LP,Festerday,Iihtallan,Vinyl,Black 2019 press vinyl
USED - Exocrine – Maelstrom LP,xocrine,Maelstrom,Vinyl,Ocean Depths 2020 press
USED - Expander ‎– Neuropunk Boostergang LP,xpander ‎,Neuropunk Boostergang,Vinyl,Black 2020 press vinyl
USED - Evergrey – Escape Of The Phoenix 2xLP,vergrey,Escape Of The Phoenix,Vinyl,Clear Blue 2021 press
USED - Eradicator – Influence Denied LP,radicator,Influence Denied,Vinyl,Transparent Purple 2021 press
USED - Essence Of Datum - Spellcrying Machine LP,ssence Of Datum,Spellcrying Machine,Vinyl,Black 2019 press vinyl
USED - EOS - The Great Ascension LP,Os,The Great Ascension,Vinyl,Gold 2020 press vinyl
Contention - Artillery From Heaven LP,Contention,Artillery From Heaven,Vinyl,White w/ Splatter 2024 press
"Simulakra - Reincarnation 12""",Simulakra,Reincarnation,Vinyl,Neon Green 2024 press
Suntouch House - Laugh To Myself CD,Suntouch House,Laugh To Myself,CD,Jewel Case 2024
Fleshwater - Sounds Of Grieving LP,Fleshwater,Sounds Of Grieving,Vinyl,Milky Clear 2024 press
Tomb Sentinel - Endless Anguish CD,Tomb Sentinel,Endless Anguish,CD,Jewel Case 2024
Tomb Sentinel - Endless Anguish Cassette,Tomb Sentinel,Endless Anguish,Cassette,Cassette 2024
Author & Punisher - Drone Machines 2xLP,Author & Punisher,Drone Machines,Vinyl,Black Ice w/ Pinwheel + Splatter 2024 press
Author & Punisher - Women & Children LP,Author & Punisher,Women & Children,Vinyl,Tri-Color w/ Splatter 2024 press
Exhumed - Anatomy Is Destiny LP,Exhumed,Anatomy Is Destiny,Vinyl,Blue w/ Splatter 2024 press
Exhumed - Necrocracy LP,Exhumed,Necrocracy,Vinyl,Red w/ Splatter 2024 press
Author & Punisher - Drone Machines CD,Author & Punisher,Drone Machines,CD,Jewel Case 2024
Author & Punisher - Ursus Americanus CD,Author & Punisher,Ursus Americanus,CD,Jewel Case 2024
Author & Punisher - Women & Children CD,Author & Punisher,Women & Children,CD,Jewel Case 2024
Home Invasion - Enemy LP,Home Invasion,Enemy,Vinyl,Color 2024 press vinyl
Section H8 - Welcome To The Nightmare LP,Section H8,Welcome To The Nightmare,Vinyl,Color 2022 press vinyl
"Zulu - My People... Hold On / Our Day Will Come 12""",Zulu,My People... Hold On / Our Day Will Come,Vinyl,Color 2023 press vinyl
No Pressure - No Pressure CD,No Pressure,No Pressure,CD,Jewel Case 2020
Andracca - To Bare The Weight Of Death LP,Andracca,To Bare The Weight Of Death,Vinyl,Black 2024 press vinyl
Asarhaddon - Besenken LP,Asarhaddon,Besenken,Vinyl,Black 2024 press vinyl
Beenkerver - De Rode Weduwe LP,Beenkerver,De Rode Weduwe,Vinyl,Black 2024 press vinyl
Gennem Tågen – Koldt betragtes verden LP,Gennem Tågen,Koldt betragtes verden,Vinyl,Black 2024 press vinyl
KHNVM - Visions Of A Plague Ridden Sky LP,KHNVM,Visions Of A Plague Ridden Sky,Vinyl,Black 2024 press vinyl
Sjæleangst - Sjæleangst LP,Sjæleangst,Sjæleangst,Vinyl,Black 2024 press vinyl
Solbrud - IIII 2xLP,Solbrud,IIII,Vinyl,Black 2024 press vinyl
Andracca - To Bare The Weight Of Death CD,Andracca,To Bare The Weight Of Death,CD,Digipak 2024
Aristarchos - Martyr Of Star And Fire CD,Aristarchos,Martyr Of Star And Fire,CD,Digipak 2024
Beenkerver - De Rode Weduwe CD,Beenkerver,De Rode Weduwe,CD,Digipak 2024
Andracca - To Bare The Weight Of Death Cassette,Andracca,To Bare The Weight Of Death,Cassette,Cassette 2024
Aristarchos - Martyr Of Star And Fire Tape,Aristarchos,Martyr Of Star And Fire,Cassette,Cassette 2024
Orchid - Orchid LP,Orchid,Orchid,Vinyl,Color 2024 press vinyl
Orchid - Chaos Is Me LP,Orchid,Chaos Is Me,Vinyl,Color 2024 press vinyl
"Orchid - Dance Tonight! Revolution Tomorrow! 10""",Orchid,Dance Tonight! Revolution Tomorrow!,Vinyl,Red 2024 press vinyl
"Botch - An Anthology Of Dead Ends 12""",Botch,An Anthology Of Dead Ends,Vinyl,Clear 2023 press vinyl
Power Trip - Opening Fire: 2008-2014 CD,Power Trip,Opening Fire: 2008-2014,CD,Digipak 2018
Terror - Trapped In A World LP,Terror,Trapped In A World,Vinyl,Clear 2021 press vinyl
Jesus Piece - Only Self CD,Jesus Piece,Only Self,CD,CD 2018
"Fuming Mouth - Beyond The Tomb 12""",Fuming Mouth,Beyond The Tomb,Vinyl,Black 2021 press vinyl
"Fuming Mouth - Beyond The Tomb 12""",Fuming Mouth,Beyond The Tomb,Vinyl,Yellow 2021 press vinyl
Disgrace - True Enemy LP,Disgrace,True Enemy,Vinyl,Black 2015 press vinyl
Disgrace - True Enemy LP,Disgrace,True Enemy,Vinyl,Splatter 2015 press vinyl
Full Of Hell - Coagulated Bliss LP,Full Of Hell,Coagulated Bliss,Vinyl,Orange/Yellow/Black 2024 press
Mutilation Barbecue - Amalgamations Of Gore CD,Mutilation Barbecue,Amalgamations Of Gore,CD,Jewel Case 2024
"Full of Hell - Aurora Leaking From An Open Wound 7""",Full Of Hell,Aurora Leaking From An Open Wound,Vinyl,Bone/Black Split 2023 press
Jarhead Fertilizer - Carceral Warfare CD,Jarhead Fertilizer,Carceral Warfare,CD,Digipak 2024
Full Of Hell / Nothing - When No Birds Sang LP,Full Of Hell / Nothing,When No Birds Sang,Vinyl,Navy/Yellow Pinwheel 2023 press
Full Of Hell / Nothing - When No Birds Sang LP,Full Of Hell / Nothing,When No Birds Sang,Vinyl,Clear w/ Splatter 2023 press
"Xibalba - Aztlán 12""",Xibalba,Aztlán,Vinyl,Gold Nugget 2024 press
"Xibalba - Aztlán 12""",Xibalba,Aztlán,Vinyl,Clear w/ Splatter 2024 press
200 Stab Wounds - Slave To The Scalpel LP,200 Stab Wounds,Slave To The Scalpel,Vinyl,Skinmilk w/ Splatter 2023 press
"Bodybox - Through The Bongfire / Microwaved Weed 12""",Bodybox,Through The Bongfire / Microwaved Weed,Vinyl,Snowblind 2023 press vinyl
Abhorrated - Disfigured Emanation Cassette,Abhorrated,Disfigured Emanation,Cassette,Cassette 2023
Regional Justice Center - Crime And Punishment LP,Regional Justice Center,Crime And Punishment,Vinyl,Clear w/ Splatter 2023 press
Scalp - Black Tar LP,Scalp,Black Tar,Vinyl,Oxblood/Smoke 2022 press
Scalp - Black Tar LP,Scalp,Black Tar,Vinyl,Green/Smoke 2022 press
