description,artist,album,format,extra
"[SOLD OUT] ARCTURUS ""Constellation / My Angel"" (lim.200, w/insert+poster)",Arcturus,Constellation / My Angel,Vinyl,
"[SOLD OUT] WINTERBLOOD ""Finsternis"" 2xLP vinyl (double LP gatefold, 180g, numbered)",Winterblood,Finsternis,Vinyl,"(double LP gatefold, 180g, numbered)"
"[SOLD OUT] V/A ""Whom the Moon a Nightsong Sings"" 2xLP vinyl (color, double LP gatefold) [ulver, empyrium]",V/A,Whom the Moon a Nightsong Sings,Vinyl,"(color, double LP gatefold) [ulver, empyrium]"
"[SOLD OUT] POKOLGEP ""Pokoli Szinjatek"" vinyl LP (Lim.150, insert + poster)",Pokolgep,Pokoli Szinjatek,Vinyl,"(Lim.150, insert + poster)"
"[SOLD OUT] STREET CLEANER ""Hardware/Heatwave"" vinyl LP (color, 180g, gatefold)",STREET CLEANER,Hardware/Heatwave,Vinyl,"(color, 180g, gatefold)"
"[SOLD OUT] STREET CLEANER ""Edge"" vinyl LP (color, 180g)",STREET CLEANER,Edge,Vinyl,"(color, 180g)"
"[SOLD OUT] STREET CLEANER ""Annihilation"" vinyl LP (color, 180g, gatefold)",STREET CLEANER,Annihilation,Vinyl,"(color, 180g, gatefold)"
"[SOLD OUT] HIGHWAY SUPERSTAR ""Endgame"" vinyl LP (Color, 180g)",HIGHWAY SUPERSTAR,Endgame,Vinyl,"(Color, 180g)"
"[SOLD OUT] COMPILERBAU ""Talking Machines"" vinyl LP (color, 180g, gatefold)",COMPILERBAU,Talking Machines,Vinyl,"(color, 180g, gatefold)"
"[SOLD OUT] MIAMI NIGHTS '84 ""Turbulence"" vinyl LP (color, 180g)",MIAMI NIGHTS '84,Turbulence,Vinyl,"(color, 180g)"
"[SOLD OUT] WAVESHAPER ""Mainframe"" vinyl LP (2 color options, 180g)",WAVESHAPER,Mainframe,Vinyl,"(2 color options, 180g)"
"[SOLD OUT] WAVESHAPER ""Station Nova"" vinyl LP (2 color options, 180g)",WAVESHAPER,Station Nova,Vinyl,"(2 color options, 180g)"
"[SOLD OUT] WAVESHAPER ""Artifact"" vinyl LP (color, 180g, 4 art prints)",WAVESHAPER,Artifact,Vinyl,"(color, 180g, 4 art prints)"
"[SOLD OUT] WAVESHAPER ""Lost Shapes"" vinyl LP (color, 180g)",WAVESHAPER,Lost Shapes,Vinyl,"(color, 180g)"
"[SOLD OUT] WAVESHAPER ""Velocity"" vinyl LP (color, gatefold, 180g)",WAVESHAPER,Velocity,Vinyl,"(color, gatefold, 180g)"
"[SOLD OUT] ANVIL STRYKEZ ""Vigilance"" vinyl LP (color, 180g)",ANVIL STRYKEZ,Vigilance,Vinyl,"(color, 180g)"
"[SOLD OUT] ROBERT PARKER ""Club 707"" vinyl LP (color, gatefold, 180g)",ROBERT PARKER,Club 707,Vinyl,"(color, gatefold, 180g)"
"[SOLD OUT] HEDGE WIZARD ""Local Portal"" vinyl 7"" EP [color, lim.100, w/ holographic sticker]",Hedge Wizard,Local Portal,Vinyl,"[color, lim.100, w/ holographic sticker]"
"[SOLD OUT] V/A ""Whom the Moon a Nightsong Sings"" Double CD (2xCD digipak) [ulver, empyrium]",V/A,Whom the Moon a Nightsong Sings,CD,"(2xCD digipak) [ulver, empyrium]"
"[SOLD OUT] ETERNAL CHAMPION ""The Armor of Ire"" CD",ETERNAL CHAMPION,The Armor of Ire,CD,
"[SOLD OUT] MAIDEN HAIR ""Minstrel"" CD [digipak]",MAIDEN HAIR,Minstrel,CD,[digipak]
"[SOLD OUT] WAMPYRIC RITES ""The Wolves Howl To The Moon"" CD (lim.200)",Wampyric Rites,The Wolves Howl to the Moon,CD,(lim.200)
"[SOLD OUT] ORGY OF CARRION ""Blood Washed Away The Grave Purity"" CD [A5 size digipak]",Orgy of Carrion,Blood Washed Away The Grave Purity,CD,[A5 size digipak]
"[SOLD OUT] EVIGHETENS ""Sørdlyset Tempel"" CD (w/ bonus tracks)",EVIGHETENS,Sørdlyset Tempel,CD,(w/ bonus tracks)
"[SOLD OUT] WAMPYRIC RITES / AGES OF BLOOD ""Southern Temple of Medieval Worship"" CD (lim.200)",Wampyric Rites / Ages Of Blood,Southern Temple of Medieval Worship,CD,(lim.200)
"[SOLD OUT] SERPENT'S ISLE ""Herald of the Cyan Sea"" CD [digipak]",Serpent's Isle,Herald of the Cyan Sea,CD,[digipak]
"CONIFEROUS MYST ""Lost Mountain Pathways"" 2xLP (double LP white vinyl, lim.300, w/poster)",Coniferous Myst,Lost Mountain Pathways,Vinyl,"(double LP white vinyl, lim.300, w/poster)"
"CONIFEROUS MYST ""Lost Mountain Pathways"" 2xLP (double LP black vinyl, lim.100, w/poster)",Coniferous Myst,Lost Mountain Pathways,Vinyl,"(double LP black vinyl, lim.100, w/poster)"
"[SOLD OUT] FORTID ""World Serpent"" Vinyl 2xLP (Double LP Gatefold, Color, lim.200) [Fortíð]",FORTID,World Serpent,Vinyl,"(Double LP Gatefold, Color, lim.200) [Fortíð]"
"[SOLD OUT] SANCTUAIRE ""Spectre de Mondes Passés"" vinyl LP (color w/insert, lim.300)",Sanctuaire,Spectre de Mondes Passés,Vinyl,"(color w/insert, lim.300)"
"[SOLD OUT] EMPYRIUM ""Songs Of Moors and Misty Fields"" Vinyl LP (Gatefold, Color)",EMPYRIUM,Songs Of Moors and Misty Fields,Vinyl,"(Gatefold, Color)"
"[SOLD OUT] SPIDER GOD ""Skugglösa ljuset / Shadowless Light"" vinyl LP",Spider God,Skugglösa Ljuset / Shadowless Light,Vinyl,
"[SOLD OUT] SPIDER GOD ""Ett främmande språk / A Foreign Tongue"" vinyl LP",Spider God,Ett Främmande Språk / A Foreign Tongue,Vinyl,
"[SOLD OUT] REVENANT MARQUIS ""Milk Teeth"" vinyl LP",Revenant Marquis,Milk Teeth,Vinyl,
"[SOLD OUT] ERZFEYND ""Behaft Bekert"" CD (digipak w/ slipcase, numbered, lim.500)",Erzfeynd,Behaft Bekert,CD,"(digipak w/ slipcase, numbered, lim.500)"
"[SOLD OUT] ERZFEYND ""Muspilli"" CD (digipak w/ slipcase, numbered, lim.500)",Erzfeynd,Muspilli,CD,"(digipak w/ slipcase, numbered, lim.500)"
"[SOLD OUT] ANCIENT ""Eerily Howling Winds"" vinyl 2xLP (color, double LP gatefold)",Ancient,Eerily Howling Winds,Vinyl,"(color, double LP gatefold)"
"[SOLD OUT] ASHBURY ""Endless Skies"" vinyl LP (w/poster+insert, lim.250)",ASHBURY,Endless Skies,Vinyl,"(w/poster+insert, lim.250)"
"[SOLD OUT] ERZFEYND ""Muspilli"" vinyl LP (color, lim.418, 180g w/ booklet)",Erzfeynd,Muspilli,Vinyl,"(color, lim.418, 180g w/ booklet)"
"[SOLD OUT] IMMORTAL ""At The Heart Of Winter"" CD",Immortal,At The Heart Of Winter,CD,
"[SOLD OUT] IMMORTAL ""Diabolical Fullmoon Mysticism"" CD",Immortal,Diabolical Fullmoon Mysticism,CD,
"[SOLD OUT] IMMORTAL ""Blizzard Beasts"" CD",Immortal,Blizzard Beasts,CD,
"[SOLD OUT] THORNIUM ""Dominions of the Eclipse"" vinyl 2xLP (double LP gatefold)",Thornium,Dominions Of The Eclipse,Vinyl,(double LP gatefold)
"[SOLD OUT] OLD SORCERY ""Clandestine Meditation in Two Chapters"" vinyl LP (gatefold)",Old Sorcery,Clandestine Meditation in Two Chapters,Vinyl,(gatefold)
"[SOLD OUT] ÖRNATORPET ""Hymner Från Snökulla"" vinyl LP (color, lim. 300 + poster)",Örnatorpet,Hymner Från Snökulla,Vinyl,"(color, lim. 300 + poster)"
"[SOLD OUT] ÖRNATORPET ""Bergtagen"" vinyl LP (color, lim. 300 + embroirdered patch)",Örnatorpet,Bergtagen,Vinyl,"(color, lim. 300 + embroirdered patch)"
"[SOLD OUT] V/A ""And In The Darkness Bind Them - A Summoning Tribute"" Double CD [2xCD digipak]",V/A,And In The Darkness Bind Them - A Summoning Tribute,CD,[2xCD digipak]
"[SOLD OUT] SUMMONING ""Nightshade Forests"" CD",SUMMONING,Nightshade Forests,CD,
"[SOLD OUT] CELESTIAL SWORD ""Dawn of the Crimson Moon"" CD (A5 digipak)",Celestial Sword,Dawn of the Crimson Moon,CD,(A5 digipak)
"[SOLD OUT] SOMME ""Prussian Blood"" CD [A5 digipak]",SOMME,Prussian Blood,CD,[A5 digipak]
"[SOLD OUT] SOMME ""Somme"" CD [A5 digipak]",SOMME,Somme,CD,[A5 digipak]
"[SOLD OUT] REVENANT MARQUIS ""Milk Teeth"" CD [digipak]",Revenant Marquis,Milk Teeth,CD,[digipak]
"[SOLD OUT] OFERWINTRAN ""It Often Befalls Those"" CD",OFERWINTRAN,It Often Befalls Those,CD,
"[SOLD OUT] CALDERUM ""Mystical Fortress of Iberian Lands"" CD",CALDERUM,Mystical Fortress of Iberian Lands,CD,
"[SOLD OUT] FUGITIVE WIZARD ""Extorris Magus"" 2xCD [DVD case]",FUGITIVE WIZARD,Extorris Magus,CD,[DVD case]
"[SOLD OUT] ENSLAVED ""Frost"" CD",Enslaved,Frost,CD,
"[SOLD OUT] BOLT THROWER ""Honour - Valor - Pride"" CD",Bolt Thrower,Honour - Valor - Pride,CD,
"[SOLD OUT] BOLT THROWER ""For Victory"" CD",Bolt Thrower,For Victory,CD,
"[SOLD OUT] BOLT THROWER ""Mercenary"" CD",Bolt Thrower,Mercenary,CD,
"[SOLD OUT] BOLT THROWER ""War Master"" CD [digipak]",Bolt Thrower,War Master,CD,[digipak]
"[SOLD OUT] DARKTHRONE ""Transilvanian Hunger"" CD",Darkthrone,Transilvanian Hunger,CD,
"FOREST TEMPLE ""Medieval Marvel..."" CD [Digipak, Lim.300]",Forest Temple,Medieval Marvel...,CD,"[Digipak, Lim.300]"
"SHADOW DUNGEON ""Older Than Time"" CD [Digipak, Lim.250]",SHADOW DUNGEON,Older Than Time,CD,"[Digipak, Lim.250]"
"FOGWEAVER ""Labyrinthine"" CD [Digipak, Lim.250]",Fogweaver,Labyrinthine,CD,"[Digipak, Lim.250]"
"SCEPTRE OF THE FADING DAWN ""Wandering in Lands Unseen"" Vinyl LP [lim.300 w/insert]",Sceptre Of The Fading Dawn,Wandering in Lands Unseen,Vinyl,[lim.300 w/insert]
"[SOLD OUT] JÄÄPORTIT ""Kauan Koskematon"" Vinyl LP [color, lim.300 w/poster]",JÄÄPORTIT,Kauan Koskematon,Vinyl,"[color, lim.300 w/poster]"
"[SOLD OUT] ÖRNATORPET ""Fjällets Gyllene Slott"" vinyl LP (color, lim. 200)",Örnatorpet,Fjällets gyllene slott,Vinyl,"(color, lim. 200)"
"[SOLD OUT] OLD SORCERY / HAXAN DREAMS ""War of the Old Kingdom"" Vinyl LP (gatefold, 180g)",Old Sorcery / Haxan Dreams,War Of The Old Kingdom,Vinyl,"(gatefold, 180g)"
"[SOLD OUT] PAGAN ALTAR ""Lords of Hypocrisy"" vinyl double LP (2xLP gatefold)",Pagan Altar,Lords of Hypocrisy,Vinyl,(2xLP gatefold)
"PAGAN ALTAR ""The Room of Shadows"" vinyl double LP (2xLP)",Pagan Altar,The Room of Shadows,Vinyl,(2xLP)
"[SOLD OUT] PAGAN ALTAR ""Mythical & Magical"" vinyl double LP (2xLP gatefold)",Pagan Altar,Mythical & Magical,Vinyl,(2xLP gatefold)
"[SOLD OUT] CAUCHEMAR ""Rosa Mystica"" vinyl LP",Cauchemar,Rosa Mystica,Vinyl,
"[SOLD OUT] BLOOD LORD ""Anthology of the Night"" Vinyl LP (color, gatefold, lim.250)",BLOOD LORD,Anthology of the Night,Vinyl,"(color, gatefold, lim.250)"
"[SOLD OUT] LORD BELIAL ""Enter The Moonlight Gate"" vinyl LP (gatefold)",Lord Belial,Enter The Moonlight Gate,Vinyl,(gatefold)
"[SOLD OUT] BOLT THROWER ""Honour Valour Pride"" vinyl 2xLP (double LP gatefold w/ giant poster)",Bolt Thrower,Honour Valour Pride,Vinyl,(double LP gatefold w/ giant poster)
"[SOLD OUT] NECROMANTIC WORSHIP ""Rites of Resurrection"" CD",Necromantic Worship,Rites of Resurrection,CD,
"[SOLD OUT] EMPEROR ""In the Nightside Eclipse"" CD [gatefold digisleeve]",Emperor,In the Nightside Eclipse,CD,[gatefold digisleeve]
"[SOLD OUT] EMPEROR ""Emperor/Wrath of the Tyrant"" CD [gatefold digisleeve]",Emperor,Emperor/Wrath of the Tyrant,CD,[gatefold digisleeve]
"[SOLD OUT] FORGOTTEN PATHWAYS ""Shrouded in Mystery"" CD",Forgotten Pathways,Shrouded In Mystery,CD,
"[SOLD OUT] WAMPYRIC VAMPIR ""Abysmal Specter Presents..."" CD",WAMPYRIC VAMPIR,Abysmal Specter Presents...,CD,
"[SOLD OUT] DARKTHRONE ""Soulside Journey"" CD",Darkthrone,Soulside Journey,CD,
"[SOLD OUT] DARKTHRONE ""The Wind of 666 Black Hearts"" CD",Darkthrone,The Wind of 666 Black Hearts,CD,
"[SOLD OUT] DARKTHRONE ""A Blaze in the Northern Sky"" CD",Darkthrone,A Blaze in the Northern Sky,CD,
"[SOLD OUT] DARKTHRONE ""Panzerfaust"" CD",Darkthrone,Panzerfaust,CD,
"[SOLD OUT] DARKTHRONE ""Under a Funeral Moon"" CD",Darkthrone,Under a Funeral Moon,CD,
"[SOLD OUT] MONASTERY ""Peculiar Storms"" CD [Digipak]",Monastery,Peculiar Storms,CD,[Digipak]
"[SOLD OUT] ELYVILON ""Nimueh's Gift"" CD [Digipak]",Elyvilon,Nimueh's Gift,CD,[Digipak]
"[SOLD OUT] OLD NICK ""Crisp Winter Dawn of My Night Moon"" CD (lim.200)",Old Nick,Crisp Winter Dawn of My Night Moon,CD,(lim.200)
"[SOLD OUT] TROLLHEIM ""Im Heidenwald Elfgards & Ensomhet"" CD",Trollheim,Im Heidenwald Elfgards & Ensomhet,CD,
"[SOLD OUT] DISSECTION ""The Somberlain"" CD",Dissection,THE SOMBERLAIN,CD,
"[SOLD OUT] DRUDKH ""Handful of Stars"" CD",Drudkh,Handful of Stars,CD,
"[SOLD OUT] BEKËTH NEXËHMÜ ""De Dunklas Sorgeakt (Ett Nordiskt Afvsked...)"" double CD (2xCD jewel case)",BEKËTH NEXËHMÜ,De Dunklas Sorgeakt (Ett Nordiskt Afvsked...),CD,(2xCD jewel case)
"[SOLD OUT] EVILFEAST / UUNTAR ""Odes To Lands Of Past Traditions"" split vinyl LP (220g)",Evilfeast / Uuntar,Odes to lands of past traditions,Vinyl,(220g)
"[SOLD OUT] EVILFEAST / GNIPAHALAN ""Storm av ra Nordisk Dodskonst / Black Witchcraft over Carpathia"" vinyl LP",EVILFEAST / GNIPAHALAN,Storm av ra Nordisk Dodskonst / Black Witchcraft over Carpathia,Vinyl,
"[SOLD OUT] VISIGOTH ""The Revenant King"" CD",VISIGOTH,The Revenant King,CD,
"[SOLD OUT] VISIGOTH ""Conqueror's Oath"" CD",VISIGOTH,Conqueror's Oath,CD,
"[SOLD OUT] LEVIATHAN ""The First SubLevel Of Suicide"" vinyl 2xLP (gatefold, color)",Leviathan,The First SubLevel Of Suicide,Vinyl,"(gatefold, color)"
"[SOLD OUT] LEVIATHAN ""Unfailing Fall Into Naught"" vinyl 2xLP (gatefold, color)",Leviathan,Unfailing Fall Into Naught,Vinyl,"(gatefold, color)"
"[SOLD OUT] LURKER OF CHALICE ""Lurker of Chalice"" Double LP vinyl (2xLP gatefold w/poster)",Lurker Of Chalice,Lurker of Chalice,Vinyl,(2xLP gatefold w/poster)
"[SOLD OUT] LURKER OF CHALICE ""Tellurian Slaked Furnace"" vinyl 2xLP (gatefold w/poster)",Lurker Of Chalice,Tellurian Slaked Furnace,Vinyl,(gatefold w/poster)
"[SOLD OUT] CONIFEROUS MYST ""Long Quests and Dull Blades"" vinyl LP (color, lim.250)",Coniferous Myst,Long Quests and Dull Blades,Vinyl,"(color, lim.250)"
"[SOLD OUT] BRAD FIEDEL ""The Terminator"" Film Soundtrack Double LP vinyl (color, 2xLP gatefold)",BRAD FIEDEL,The Terminator,Vinyl,"(color, 2xLP gatefold)"
"[SOLD OUT] FROSTVEIL ""Antediluvian Majesty"" CD (lim.300)",FROSTVEIL,Antediluvian Majesty,CD,(lim.300)
"[SOLD OUT] FORGOTTEN KINGDOMS ""A Kingdom in Ruin"" CD",Forgotten Kingdoms,A Kingdom in Ruin,CD,
"[SOLD OUT] FORGOTTEN KINGDOMS ""Blue Moon Gate Between Worlds"" CD (lim.500)",Forgotten Kingdoms,Blue Moon Gate Between Worlds,CD,(lim.500)
"[SOLD OUT] BLUE HUMMINGBIRD ON THE LEFT ""Atl Tlachinolli"" CD",BLUE HUMMINGBIRD ON THE LEFT,Atl Tlachinolli,CD,
"[SOLD OUT] DEPARTURE CHANDELIER ""Antichrist Rise to Power"" CD",Departure Chandelier,Antichrist Rise To Power,CD,
"[SOLD OUT] ANVIL STRYKEZ ""Anvil Strykez"" CD",ANVIL STRYKEZ,Anvil Strykez,CD,
"[SOLD OUT] BLACK CILICE ""A Corpse, A Temple"" CD",Black Cilice,"A Corpse, A Temple",CD,
"[SOLD OUT] LURKER OF CHALICE ""s/t"" CD",Lurker Of Chalice,s/t,CD,
"[SOLD OUT] ELFFOR ""Dra Sad I+II"" 2xCD",Elffor,Dra Sad I+II,CD,
"[SOLD OUT] EQUITANT ""The Great Lands Of Minas Ithil"" CD",EQUITANT,The Great Lands Of Minas Ithil,CD,
"[SOLD OUT] EQUITANT ""The Circle Of Agurak"" CD",EQUITANT,The Circle of Agurak,CD,
"[SOLD OUT] EQUIMANTHORN ""Entrance To The Ancient Flame"" CD",Equimanthorn,Entrance To The Ancient Flame,CD,
"[SOLD OUT] EQUIMANTHORN ""Lectionum Antiquarum"" CD",Equimanthorn,Lectionum Antiquarum,CD,
"[SOLD OUT] MOLOCH ""Abstrakter Wald"" CD",Moloch,Abstrakter Wald,CD,
"[SOLD OUT] TOMHET / MOLOCH ""Where Winds Forever Cry"" split CD",TOMHET / MOLOCH,Where Winds Forever Cry,CD,
"[SOLD OUT] IAGON ""Tome of the Crystal Wizard"" CD",IAGON,Tome of the Crystal Wizard,CD,
"[SOLD OUT] GRAVEREN ""Du Cortège à la Fosse"" CD",Graveren,Du Cortège à la Fosse,CD,
"[SOLD OUT] HEDGE WIZARD ""More True Than Time Thought"" CD",Hedge Wizard,More True Than Time Thought,CD,
"[SOLD OUT] KOSMORIK ""Voyage of Discovery"" CD [Digipak] (GRIMRIK)",KOSMORIK,Voyage of Discovery,CD,[Digipak] (GRIMRIK)
"[SOLD OUT] SANCTUAIRE ""Frisson d'Éternité"" CD [Digipak]",Sanctuaire,Frisson d'Éternité,CD,[Digipak]
"[SOLD OUT] ELIXIR ""Les Tours du Temps"" CD",ELIXIR,Les Tours du Temps,CD,
"[SOLD OUT] GARGOYLIUM ""De Cheminements et de Batailles"" CD [Digipak]",GARGOYLIUM,De Cheminements et de Batailles,CD,[Digipak]
"[SOLD OUT] ILDRA ""Da Bisena (2004 - 2008)"" 2xCD",ILDRA,Da Bisena (2004 - 2008),CD,
"[SOLD OUT] TORCHLIGHT ""The Long Quest"" CD",TORCHLIGHT,The Long Quest,CD,
"[SOLD OUT] UUNTAR ""Voorvaderverering"" CD",UUNTAR,Voorvaderverering,CD,
"[SOLD OUT] CHAUCERIAN MYTH ""The Canterbury Tales"" 3xCD (digipak)",CHAUCERIAN MYTH,The Canterbury Tales,CD,(digipak)
"[SOLD OUT] FROSTVEIL ""Ephemeral Visions"" CD",FROSTVEIL,Ephemeral Visions,CD,
"[SOLD OUT] STRIGOII ""The Oldest of Blood"" CD",STRIGOII,The Oldest of Blood,CD,
"[SOLD OUT] HARVEST ""Medieval Satanic Poison"" CD",Harvest,Medieval Satanic Poison,CD,
"[SOLD OUT] FALLS OF RAUROS ""Hail Wind and Hewn Oak"" CD",FALLS OF RAUROS,Hail Wind and Hewn Oak,CD,
"[SOLD OUT] FALLS OF RAUROS ""The Light That Dwells in Rotten Wood"" CD",FALLS OF RAUROS,The Light That Dwells In Rotten Wood,CD,
"[SOLD OUT] FALLS OF RAUROS ""Vigilance Perennial"" CD",FALLS OF RAUROS,Vigilance Perennial,CD,
"[SOLD OUT] FALLS OF RAUROS ""Patterns in Mythology"" CD",FALLS OF RAUROS,Patterns in Mythology,CD,
"[SOLD OUT] FALLS OF RAUROS ""Believe in No Coming Shore"" CD",FALLS OF RAUROS,Believe in No Coming Shore,CD,
"[SOLD OUT] JÄÄPORTIT ""Kauan Koskematon / Halki Lumisen Metsän"" CD",JÄÄPORTIT,Kauan Koskematon / Halki Lumisen Metsän,CD,
"[SOLD OUT] SHADOW DUNGEON ""Shadow Dungeon"" 2xCD",SHADOW DUNGEON,Shadow Dungeon,CD,
"QUEST MASTER ""Lost Songs of Distant Realms"" 2xCD [Digipak, 3rd press]",Quest Master,Lost Songs of Distant Realms,CD,"[Digipak, 3rd press]"
"[SOLD OUT] FORLORN CITADEL ""Songs of Mourning / Dusk"" CD",FORLORN CITADEL,Songs of Mourning / Dusk,CD,
"[SOLD OUT] CALADAN BROOD ""Echoes of Battle"" CD",Caladan Brood,Echoes Of Battle,CD,
"[SOLD OUT] MÜTIILATION ""Vampires of Black Imperial Blood"" CD",MÜTIILATION,Vampires of Black Imperial Blood,CD,
"[SOLD OUT] ASTAROT ""Echoes of Mystical Forest"" CD",ASTAROT,Echoes of Mystical Forest,CD,
"[SOLD OUT] XASTHUR ""The Funeral of Being"" CD",Xasthur,The Funeral of Being,CD,
"[SOLD OUT] ASTAROT ""Forest of Dead Stars / Frosty Valley"" CD",ASTAROT,Forest of Dead Stars / Frosty Valley,CD,
"[SOLD OUT] GRIMRIK ""Eisreich"" Vinyl LP",GRIMRIK,Eisreich,Vinyl,
"[SOLD OUT] FIENDISH IMP ""Fiendish Imp / All Hallows Eve"" Vinyl LP",FIENDISH IMP,Fiendish Imp / All Hallows Eve,Vinyl,
"[SOLD OUT] HAXAN DREAMS ""Path Through the Realm"" CD [Digipak]",HAXAN DREAMS,Path Through the Realm,CD,[Digipak]
"[SOLD OUT] GRIM ""The Domain of Spirits"" 7"" Vinyl",GRIM,The Domain of Spirits,Vinyl,
"[SOLD OUT] GARGOYLIUM ""Mon Royaume"" CD",GARGOYLIUM,Mon Royaume,CD,
"[SOLD OUT] OBSEQUIAE ""The Palms of Sorrowed Kings"" CD [digipak]",Obsequiae,The Palms of Sorrowed Kings,CD,[digipak]
"[SOLD OUT] TOMB MOLD ""Planetary Clairvoyance"" CD",TOMB MOLD,Planetary Clairvoyance,CD,
"[SOLD OUT] SLASHER DAVE ""Frights"" CD",SLASHER DAVE,Frights,CD,
"[SOLD OUT] UR PALE ""Water Tombs / Sea Synth Ensemble"" CD",UR PALE,Water Tombs / Sea Synth Ensemble,CD,
"[SOLD OUT] SEQUESTERED KEEP ""The Vale of Ruined Towers"" CD",Sequestered Keep,The Vale of Ruined Towers,CD,
"[SOLD OUT] ELFFOR ""Malkhedant"" CD",Elffor,Malkhedant,CD,
"[SOLD OUT] ISEGRIMM ""Ik Gihorta Dat Seggen"" CD",ISEGRIMM,Ik Gihorta Dat Seggen,CD,
"[SOLD OUT] ELFFOR ""Heriotz Sustraiak"" CD (w/ slipcase)",Elffor,Heriotz Sustraiak,CD,(w/ slipcase)
"[SOLD OUT] LURKER OF CHALICE ""Tellurian Slaked Furnace"" CD",Lurker Of Chalice,Tellurian Slaked Furnace,CD,
"[SOLD OUT] DEPARTURE CHANDELIER ""'The Black Crest of Death"" CD",Departure Chandelier,'The Black Crest of Death,CD,
"[SOLD OUT] THRONE OF KNOWLEDGE ""The Awakening"" CD (Murgrind)",THRONE OF KNOWLEDGE,The Awakening,CD,(Murgrind)
"[SOLD OUT] DIPLODOCUS ""Slow and Heavy"" (Tyrannic Edition) CD",DIPLODOCUS,Slow and Heavy,CD,
"[SOLD OUT] DRAPED IN SHADOWS ""...And In the Autumn Night The Black Castle Rose"" CD",DRAPED IN SHADOWS,...And In the Autumn Night The Black Castle Rose,CD,
"[SOLD OUT] KOMMODUS ""Of Carnage and Conquest I"" CD",KOMMODUS,Of Carnage and Conquest I,CD,
"[SOLD OUT] VAMPYRIC BLOOD ""Watching the Nights Rot in Eternal Melancholy"" CD",Vampyric Blood,Watching The Nights Rot In Eternal Melancholy,CD,
"[SOLD OUT] DARKNESS ENSHROUD ""Maleficium - The Psalms of Diabolus"" CD",DARKNESS ENSHROUD,Maleficium - The Psalms of Diabolus,CD,
"[SOLD OUT] KOMMODUS ""Of Carnage and Conquest II"" CD",KOMMODUS,Of Carnage and Conquest II,CD,
"[SOLD OUT] SAOR ""Guardians"" CD",Saor,Guardians,CD,
"[SOLD OUT] ULTIMA RATIO ""Cimmerian Heritage - Eredità Oscura"" CD",ULTIMA RATIO,Cimmerian Heritage - Eredità Oscura,CD,
"[SOLD OUT] RAEVJAGER ""Raevult!"" CD",RAEVJAGER,Raevult!,CD,
"[SOLD OUT] ELADOR ""By the Pathways of Forgotten Legends"" CD [Digipak]",ELADOR,By the Pathways of Forgotten Legends,CD,[Digipak]
"[SOLD OUT] ELFFOR ""Gloomy Roots of Doom"" 2xCD",Elffor,Gloomy Roots of Doom,CD,
"[SOLD OUT] ICE AGES ""Strike the Ground"" CD (Summoning)",ICE AGES,Strike the Ground,CD,(Summoning)
"[SOLD OUT] ARKHTINN ""IIIIII"" 2xCD",Arkhtinn,IIIIII,CD,
"[SOLD OUT] BEKËTH NEXËHMÜ ""De Fördolda Klangorna"" 2xCD",BEKËTH NEXËHMÜ,De Fördolda Klangorna,CD,
"[SOLD OUT] EVILFEAST ""Funeral Sorcery"" CD",Evilfeast,Funeral Sorcery,CD,
"[SOLD OUT] ARKHTINN ""IVVVII"" 2xCD",Arkhtinn,IVVVII,CD,
"[SOLD OUT] ENDLICHKEIT ""Teile I-VIII"" CD",ENDLICHKEIT,Teile I-VIII,CD,
"[SOLD OUT] MÚSPELLZHEIMR ""Hyldest Til Trolddommens Flamme/Demo Compilation"" 2xCD",MÚSPELLZHEIMR,Hyldest Til Trolddommens Flamme/Demo Compilation,CD,
"[SOLD OUT] DEMONCY ""Within the Sylvan Realms of Frost"" CD",Demoncy,Within the Sylvan Realms of Frost,CD,
"[SOLD OUT] WINDIR ""1184"" CD",Windir,1184,CD,
"[SOLD OUT] WINDIR ""Soknardarl"" CD",Windir,Soknardarl,CD,
"[SOLD OUT] WINDIR ""Arntor"" CD",Windir,Arntor,CD,
"[SOLD OUT] WINDIR ""Likferd"" CD",Windir,Likferd,CD,
"[SOLD OUT] WOLCENSMEN ""Fire in the White Stone"" CD",WOLCENSMEN,Fire in the White Stone,CD,
"[SOLD OUT] WOLCENSMEN ""Songs from the Fyrgen"" 2xCD",WOLCENSMEN,Songs from the Fyrgen,CD,
"[SOLD OUT] GARGOYLIUM ""Mon Royaume"" vinyl LP",GARGOYLIUM,Mon Royaume,Vinyl,
"[SOLD OUT] MEDHELAN ""Nocturnal Wanderings"" CD",Medhelan,Nocturnal Wanderings,CD,
"[SOLD OUT] RUNESCAPE ""Original Soundtrack Classics"" 2xCD",RUNESCAPE,Original Soundtrack Classics,CD,
"[SOLD OUT] ELFFOR ""Unholy Throne of Doom"" CD",Elffor,Unholy Throne Of Doom,CD,
"[SOLD OUT] BATTLE DAGORATH ""Abyss Horizons"" CD [Digipak]",BATTLE DAGORATH,Abyss Horizons,CD,[Digipak]
"[SOLD OUT] FINAL SYMPHONY ""Music from Final Fantasy VI, VII and X"" 2xCD",FINAL SYMPHONY,"Music from Final Fantasy VI, VII and X",CD,
"[SOLD OUT] RUNESCAPE ""The Orchestral Collection"" 2xCD",RUNESCAPE,The Orchestral Collection,CD,
"[SOLD OUT] NORTT ""Ligfaerd"" CD",NORTT,Ligfaerd,CD,
